ein,fre15,name15,add15,type15,subtype15,rev_15,fre12,name12,add12,type12,subtype12,rev_12,diff,diff_per,Name,lat,long,addree,status,source,flag_keep
942942737,3,east bay vietnamese association,"3546 MAY CT,",P,P84,0,2,east bay vietnamese association,"3546 MAY CT,94602-2321",P,P84,0,0,NA,"3546 MAY CT,94602-2321",37.8008739,-122.214593,"3546 May Ct, Oakland, CA 94602, USA",Match,Google,1
943089857,3,pacific medical research foundation,"350 CAMBRIDGE AVE,94306-1550",H,H99,0,2,pacific medical research foundation,"350 CAMBRIDGE AVE,94306-1550",H,H99,0,0,NA,"350 CAMBRIDGE AVE,94306-1550",37.4282114,-122.1450216,"350 Cambridge Ave, Palo Alto, CA 94306, USA",Match,Google,0
954573918,3,international association of chinese medicine,"9127 VALLEY BLVD,91770-1919",G,G90,0,2,international association of chinese medicine,"9127 VALLEY BLVD,91770-1919",G,G90,0,0,NA,"9127 VALLEY BLVD,91770-1919",34.0811053,-118.0705436,"9127 Valley Blvd, Rosemead, CA 91770, USA",Match,Google,0
943096109,3,asian and pacific islander wellness center inc,"730 POLK ST FL 4,94109-7813",G,G81,4288898.667,3,asian and pacific islander wellness center inc,"730 POLK ST FL 4,94109-7813",G,G81,3668535.333,620363.3333,16.91038185,"730 POLK ST FL 4,94109-7813",37.7837644,-122.4189734,"730 Polk St FL 4, San Francisco, CA 94109, USA",Match,Google,NA
237427217,3,little league baseball inc 4055205 pacifica national ll,"1292 PARK PACIFICA AVE,94044-2035",N,N63,83755.33333,3,little league baseball inc 4055205 pacifica national ll,"1292 PARK PACIFICA AVE,94044-3713",N,N63,84328.33333,-573,-0.679486926,"1292 PARK PACIFICA AVE,94044-3713",37.5916521,-122.4689486,"1292 Park Pacifica Ave, Pacifica, CA 94044, USA",Match,Google,NA
311131742,3,united states masters swimming inc pacific masters swimming committee,"41 MAYO LN,94597-2601",N,N67,206250.6667,3,united states masters swimming inc pacific masters swimming committee,"152 CRAGMONT DR,94598-2807",N,N67,250566.6667,-44316,-17.68631103,"152 CRAGMONT DR,94598-2807",37.9068217,-122.0470326,"152 Cragmont Dr, Walnut Creek, CA 94598, USA",Match,Google,NA
311131754,3,united states masters swimming inc southern pacific masters swimming,"1024 BAYSIDE DR,92660-7462",N,N40,79909.66667,3,united states masters swimming inc southern pacific masters swimming,"7560 HOLLYWOOD BLVD APT 308,90046-2863",N,N40,87800.66667,-7891,-8.987403285,"7560 HOLLYWOOD BLVD APT 308,90046-2863",34.1013548,-118.354398,"7560 Hollywood Blvd APT 308, Los Angeles, CA 90046, USA",Match,Google,NA
330741689,3,american opportunity foundation pacific affordable housing corp,"7755 CENTER AVE 575,92647-3068",L,L50,2005379.667,3,american opportunity foundation pacific affordable housing corp,"7777 CENTER AVE STE 240,92647-3056",L,L50,1260303.333,745076.3333,59.11881002,"7777 CENTER AVE STE 240,92647-3056",33.7347347,-117.9942483,"7777 Center Ave #240, Huntington Beach, CA 92647, USA",Match,Google,NA
421583301,3,apple orchard pacific graffiti solutions,"2461 S ROBERTSON BLVD,90034-2549",P,P80,323018.6667,3,apple orchard pacific graffiti solutions,"3347 MOTOR AVE STE 100,90034-3711",P,P80,12812.66667,310206,2421.088506,"3347 MOTOR AVE STE 100,90034-3711",34.0282888,-118.4103543,"3347 Motor Ave #100, Los Angeles, CA 90034, USA",Match,Google,NA
571234402,3,amateur athletic union of the united states pacific aau boys basketball,"3297 TEA ROSE DR,95762-6568",N,N62,12301.33333,2,amateur athletic union of the united states pacific aau boys basketball,"3297 TEA ROSE DR,95762-6568",N,N62,7705,4596.333333,59.65390439,"3297 TEA ROSE DR,95762-6568",38.6841746,-121.009162,"3297 Tea Rose Dr, El Dorado Hills, CA 95762, USA",Match,Google,NA
680249995,3,usa track and field inc usatf pacific,"120 PONDEROSA CT,95630-4835",N,N71,351326.6667,3,usa track and field inc usatf pacific,"120 PONDEROSA CT,95630-4835",N,N71,461483.3333,-110156.6667,-23.87012893,"120 PONDEROSA CT,95630-4835",38.6796602,-121.1406771,"120 Ponderosa Ct, Folsom, CA 95630, USA",Match,Google,NA
680322784,3,little league baseball inc 4050712 land park pacific ll,"2 SAN MATEO CT,95822-1153",N,N63,133343.3333,3,little league baseball inc 4050712 land park pacific ll,"2 SAN MATEO CT,95822-1153",N,N63,121862.6667,11480.66667,9.42098756,"2 SAN MATEO CT,95822-1153",38.5437037,-121.5076272,"2 San Mateo Ct, Sacramento, CA 95822, USA",Match,Google,NA
770447575,3,pacific central coast health centers,"185 BERRY ST STE 300,94107-1773",E,E32,13732517.33,2,pacific central coast health centers,"185 BERRY ST STE 300,94107-1773",E,E32,2883747,10848770.33,376.2039573,"185 BERRY ST STE 300,94107-1773",37.7765973,-122.3919488,"185 Berry St #300, San Francisco, CA 94107, USA",Match,Google,NA
841693220,3,amateur athletic union of the united states pacific southwest aau,"6731 TOWN VIEW TER,92120-1746",N,N70,55437.66667,3,amateur athletic union of the united states pacific southwest aau,"6731 TOWN VIEW TER,92120-1746",N,N70,46687.33333,8750.333333,18.74241407,"6731 TOWN VIEW TER,92120-1746",32.8111036,-117.0617323,"6731 Town View Terrace, San Diego, CA 92120, USA",Match,Google,NA
941156483,3,boy scouts of america 31 pacific skyline council,"1150 CHESS DR,94404-1107",O,O41,2825697,3,boy scouts of america 31 pacific skyline council,"1150 CHESS DR,94404-1107",O,O41,2854751.333,-29054.33333,-1.01775356,"1150 CHESS DR,94404-1107",37.5671694,-122.2728129,"1150 Chess Dr, Foster City, CA 94404, USA",Match,Google,NA
941692157,3,little league baseball inc 4054420 tri cities pacific ll,"PO BOX 146,95014-4526",N,N63,46025.33333,3,little league baseball inc 4054420 tri cities pacific ll,"10619 LA RODA DR,95014-4430",N,N63,43123,2902.333333,6.730360442,"10619 LA RODA DR,95014-4430",37.3141479,-122.0244089,"10619 La Roda Dr, Cupertino, CA 95014, USA",Match,Google,NA
942701340,3,usa swimming inc pacific swimming,"4533 TUOLUMNE WAY,94521-4233",N,N67,1477571,3,usa swimming inc pacific swimming,"4533 TUOLUMNE WAY,94521-4233",N,N67,1931920,-454349,-23.51800282,"4533 TUOLUMNE WAY,94521-4233",37.9544102,-121.987677,"4533 Tuolumne Way, Concord, CA 94521, USA",Match,Google,NA
942845900,3,little league baseball inc 4055313 fairfield pacific ll,"PO BOX 246,94534-8641",N,N63,72792,3,little league baseball inc 4055313 fairfield pacific ll,"PO BOX 246,94533-0024",N,N63,105596.3333,-32804.33333,-31.06578827,"PO BOX 246,94533-0024",38.2493627,-122.0399969,"Fairfield, CA 94533, USA",Partial Match,Google,NA
943223109,3,pop warner little scholars inc pacifica athletic youth service,"PO BOX 551,94044-0551",N,N65,50337.66667,3,pop warner little scholars inc pacifica athletic youth service,"18 ALVISO CT,94044-4225",N,N65,76905,-26567.33333,-34.54565156,"18 ALVISO CT,94044-4225",37.5871718,-122.4878747,"18 Alviso Ct, Pacifica, CA 94044, USA",Match,Google,NA
946103171,3,lmws inc pacific lifeline,"834 ALPINE ST,91786-4513",E,E60,249220.3333,3,lmws inc pacific lifeline,"834 ALPINE ST,91786-4513",E,E60,309223.6667,-60003.33333,-19.40450871,"834 ALPINE ST,91786-4513",34.098775,-117.6617042,"834 Alpine St, Upland, CA 91786, USA",Match,Google,NA
952633200,3,national multiple sclerosis society pacific south coast chapter,"12121 SCRIPPS SUMMIT DR STE 190,",G,G50,5402085,3,national multiple sclerosis society pacific south coast chapter,"12121 SCRIPPS SUMMIT DRIVE NO 190,92131-4600",G,G50,5601797.333,-199712.3333,-3.565147424,"12121 SCRIPPS SUMMIT DRIVE NO 190,92131-4600",32.9400489,-117.1013803,"12121 Scripps Summit Dr #190, San Diego, CA 92131, USA",Match,Google,NA
952664143,3,koreisha chushoku kai japanese community pioneer center,"244 S SAN PEDRO ST STE 301,90012-3856",P,P84,54646,3,koreisha chushoku kai japanese community pioneer center,"244 SO SAN PEDRO STREET,90012-3856",P,P84,69294.66667,-14648.66667,-21.13967405,"244 SO SAN PEDRO STREET,90012-3856",34.047773,-118.2419265,"244 San Pedro St, Los Angeles, CA 90012, USA",Match,Google,NA
451322558,3,los indios de san gabriel inc gabrieleno band of mission indians,"PO BOX 393,91723-0393",P,P84,129374.3333,2,los indios de san gabriel inc gabrieleno band of mission indians,"PO BOX 393,91723-0393",P,P84,62758,66616.33333,106.1479546,"PO BOX 393,91723-0393",34.0870296,-117.8868171,"Covina, CA 91723, USA",Partial Match,Google,NA
941668995,3,m a c t health board incorporated american indian tribal organization,"PO BOX 939,95222-0939",E,E99,12147528,3,m a c t health board incorporated american indian tribal organization,"PO BOX 939,95222-0939",E,E30,9911232,2236296,22.56324945,"PO BOX 939,95222-0939",38.064958,-120.5969758,"Angels Camp, CA 95222, USA",Partial Match,Google,NA
270088947,3,humboldt del norte timing association inc samoa drag strip,"PO BOX 1211,95502-1211",I,I60,66720.66667,3,humboldt del norte timing association inc samoa drag strip,"PO BOX 1211,95502-1211",I,I60,151079.3333,-84358.66667,-55.8373305,"PO BOX 1211,95502-1211",40.8,-124.17,"Eureka, CA 95502, USA",Partial Match,Google,NA
237389436,3,richmond area multi services inc,"639 14TH AVE,94118-3502",F,F30,14201417.33,3,richmond area multi services inc,"3626 BALBOA ST,94121-2604",F,F30,10819029.33,3382388,31.26332221,"3626 BALBOA ST,94121-2604",37.7759301,-122.4979775,"3626 Balboa St, San Francisco, CA 94121, USA",Match,Google,NA
330073515,3,torrance health association inc,"23326 HAWTHORNE BLVD STE 300,90505-3757",E,E21,119989845.3,3,torrance health association inc,"23326 HAWTHORNE BLVD STE 300,90505-5002",E,E21,25717109.33,94272736,366.5759428,"23326 HAWTHORNE BLVD STE 300,90505-5002",33.8142587,-118.3499844,"23326 Hawthorne Blvd #300, Torrance, CA 90505, USA",Match,Google,NA
330780865,3,blindness foundation,"1401 AVOCADO AVE STE 402,92660-7713",G,G41,124918,3,blindness foundation,"1401 AVOCADO AVE STE 402,92660-7713",G,G41,80716.33333,44201.66667,54.76173761,"1401 AVOCADO AVE STE 402,92660-7713",33.6125697,-117.8706568,"1401 Avocado Ave #402, Newport Beach, CA 92660, USA",Match,Google,NA
770280265,3,fresno center for new americans,"4879 E KINGS CANYON RD,93727-3811",P,P84,1673788.333,3,fresno center for new americans,"4879 E KINGS CYN RD,93727-3811",P,P84,1492135,181653.3333,12.17405485,"4879 E KINGS CYN RD,93727-3811",36.7374771,-119.7333289,"4879 E Kings Canyon Rd, Fresno, CA 93727, USA",Match,Google,NA
770317144,3,greater fresno health organization inc,"4929 E KINGS CANYON RD,93727-3812",E,E99,3365990.667,3,greater fresno health organization inc,"4929 EAST KINGS CANYON ROAD,93727-3812",E,E30,2842127.667,523863,18.43207137,"4929 EAST KINGS CANYON ROAD,93727-3812",36.7366183,-119.7305349,"4929 E Kings Canyon Rd, Fresno, CA 93727, USA",Match,Google,NA
770357297,3,fresno interdenominational refugee ministries,"1940 N FRESNO ST,93703-2231",P,P84,949898,3,fresno interdenominational refugee ministries,"1940 N FRESNO ST,93703-2231",P,P84,982792.6667,-32894.66667,-3.347060655,"1940 N FRESNO ST,93703-2231",36.768329,-119.7808289,"1940 N Fresno St, Fresno, CA 93703, USA",Match,Google,NA
770444177,3,empowerment institute inc,"777 MINNEWAWA AVE STE 8,93612-1730",P,P82,135011.6667,3,empowerment institute inc,"777 MINNEWAWA AVE STE 8,93612-1730",P,P82,207947,-72935.33333,-35.07400123,"777 MINNEWAWA AVE STE 8,93612-1730",36.8209446,-119.7087693,"777 Minnewawa Ave #8, Clovis, CA 93612, USA",Match,Google,NA
770568168,3,a healthy house within a match coalition,"301 W 18TH ST STE 101,95340-4831",E,E0186,342543.6667,3,a healthy house within a match coalition,"1729 CANAL ST,95340-4810",E,E0186,853307,-510763.3333,-59.85692527,"1729 CANAL ST,95340-4810",37.3020568,-120.4832071,"1729 Canal St, Merced, CA 95340, USA",Match,Google,NA
912152894,3,southern california tigers youth club,"340 E 2ND ST STE 402,90012-4249",O,O20,382452.3333,3,southern california tigers youth club,"340 E 2ND ST STE 402,90012-4249",O,O20,372532.3333,9920,2.66285611,"340 E 2ND ST STE 402,90012-4249",34.0482908,-118.2406139,"340 E 2nd St #402, Los Angeles, CA 90012, USA",Match,Google,NA
912157935,3,c a r housing affordability fund,"525 S VIRGIL AVE,90020-1403",L,L1220,425520.6667,3,c a r housing affordability fund,"525 S VIRGIL AVE,90020-1403",L,L1220,520316.3333,-94795.66667,-18.21885276,"525 S VIRGIL AVE,90020-1403",34.0645151,-118.2873548,"525 S Virgil Ave, Los Angeles, CA 90020, USA",Match,Google,NA
942529117,3,delta health care and management services corporation,"PO BOX 550,95201-0550",E,E42,3005251.333,3,delta health care and management services corporation,"4662 PRECISSI LN STE 200,95207-6225",E,E42,3077667.667,-72416.33333,-2.352961436,"4662 PRECISSI LN STE 200,95207-6225",37.9895602,-121.3146207,"4662 Precissi Ln #200, Stockton, CA 95207, USA",Match,Google,NA
942583284,3,nihonmachi legal outreach,"1121 MISSION ST,94103-1514",I,I80,2994086,3,nihonmachi legal outreach,"1121 MISSION ST,94103-1514",I,I80,2872283,121803,4.24063367,"1121 MISSION ST,94103-1514",37.7786953,-122.4112873,"1121 Mission St, San Francisco, CA 94103, USA",Match,Google,NA
942922453,3,charity cultural services center,"731 COMMERCIAL ST,94108-1836",P,P20,916361.3333,3,charity cultural services center,"731 COMMERCIAL ST,94108-1836",P,P20,615648.6667,300712.6667,48.84484982,"731 COMMERCIAL ST,94108-1836",37.7938338,-122.4052691,"731 Commercial St, San Francisco, CA 94108, USA",Match,Google,NA
943030212,3,mei fong and associates,"3543 18TH ST STE 19,94110-1600",O,O99,1875617.667,3,mei fong and associates,"3543 18TH ST STE 19,94110-1600",O,O99,1924826.667,-49209,-2.556541888,"3543 18TH ST STE 19,94110-1600",37.7614492,-122.4227025,"3543 18th St #19, San Francisco, CA 94110, USA",Match,Google,NA
943164091,3,apa family support services,"10 NOTTINGHAM PL,94133-4523",E,E40,2451000.333,3,apa family support services,"657 JACKSON STVE,94133-0000",E,E40,1923621,527379.3333,27.41596881,"657 JACKSON STVE,94133-0000",37.7960161,-122.4060752,"657 Jackson St, San Francisco, CA 94133, USA",Partial Match,Google,NA
943311784,3,forward together,"1440 BROADWAY STE 301,94612-0000",E,E0540,3042522.333,3,forward together,"1440 BROADWAY STE 301,94612-2023",E,E0540,1716131.667,1326390.667,77.28956306,"1440 BROADWAY STE 301,94612-2023",37.8113159,-122.2682245,"Oakland, CA 94612, USA",Partial Match,Google,NA
946050231,3,the health trust,"3180 NEWBERRY DR STE 200,95118-1566",E,E1270,13947439,3,the health trust,"3180 NEWBERRY DR STE 200,95118-1566",E,E1270,14972498.33,-1025059.333,-6.846281165,"3180 NEWBERRY DR STE 200,95118-1566",37.2732093,-121.8801867,"3180 Newberry Dr #200, San Jose, CA 95118, USA",Match,Google,NA
946136365,3,community action marin,"29 MARY ST,94901-3507",P,P20,15201780.33,3,community action marin,"29 MARY ST,94901-3507",P,P20,16924195.33,-1722415,-10.17723423,"29 MARY ST,94901-3507",37.9715275,-122.5176265,"29 Mary St, San Rafael, CA 94901, USA",Match,Google,NA
953546790,3,center for civic education,"5115 DOUGLAS FIR RD STE J,91302-2590",O,O54,1397615,3,center for civic education,"SUITE J,91302-0000",O,O54,17272758.33,-15875143.33,-91.90855929,"SUITE J,91302-0000",34.1307949,-118.6848112,"Hidden Hills, CA 91302, USA",Partial Match,Google,NA
954112121,3,aids healthcare foundation,"6255 W SUNSET BLVD FL 21,90028-7422",G,G81,263028725.3,3,aids healthcare foundation,"6255 W SUNSET BL 21ST FL,90028-7422",G,G81,142465110.7,120563614.7,84.62676518,"6255 W SUNSET BL 21ST FL,90028-7422",34.0988092,-118.3254673,"6255 Sunset Blvd 21ST FL, Los Angeles, CA 90028, USA",Match,Google,NA
956130458,3,eisenhower medical center,"39000 BOB HOPE DRIVE,92270-3221",E,E22,575941143,3,eisenhower medical center,"39000 BOB HOPE DR,92270-3221",E,E22,430543904,145397239,33.77059521,"39000 BOB HOPE DR,92270-3221",33.7634956,-116.4054165,"39000 Bob Hope Dr, Rancho Mirage, CA 92270, USA",Match,Google,NA
330449527,3,grossmont hospital corporation,"4000 RUFFIN RD STE A,92123-1849",E,E22,706524304.7,3,grossmont hospital corporation,"4000 RUFFIN RD STE A,92123-1849",E,E22,558992864.3,147531440.3,26.39236558,"4000 RUFFIN RD STE A,92123-1849",32.8143395,-117.1246369,"4000 Ruffin Rd STE A, San Diego, CA 92123, USA",Match,Google,NA
770520525,3,monterey peninsula district council st vincent de paul society,"214 FOREST AVE,93950-0456",P,P20,428047.6667,3,monterey peninsula district council st vincent de paul society,"214 FOREST AVE,93950-3319",P,P20,399944,28103.66667,7.026900433,"214 FOREST AVE,93950-3319",36.620721,-121.918218,"214 Forest Ave, Pacific Grove, CA 93950, USA",Match,Google,NA
810585701,3,california sustainable winegrowing alliance,"425 MARKET ST STE 1000,94105-2424",K,K03,614496.6667,3,california sustainable winegrowing alliance,"425 MARKET ST,94105-2403",K,K03,859878,-245381.3333,-28.53676142,"425 MARKET ST,94105-2403",37.7911913,-122.3983658,"425 Market Street, 425 Market St, San Francisco, CA 94105, USA",Match,Google,NA
861151478,3,famco,"8618 TREASURE AVE,95212-1415",E,E1192,430069.3333,3,famco,"8618 TREASURE AVE,95212-1415",E,E1192,377870,52199.33333,13.81409832,"8618 TREASURE AVE,95212-1415",38.0287099,-121.252846,"8618 Treasure Ave, Stockton, CA 95212, USA",Match,Google,NA
940562680,3,sutter bay hospitals,"2000 POWELL ST 10TH FL,94608-1804",E,E22,1673845203,3,sutter bay hospitals,"633 FOLSOM ST FL 7,94107-3618",E,E22,1596928006,76917196.67,4.816572593,"633 FOLSOM ST FL 7,94107-3618",37.7845469,-122.3972152,"633 Folsom St FL 7, San Francisco, CA 94107, USA",Match,Google,NA
940831870,3,salem lutheran home association of the bay cities a corporation,"1301 MARINA VILLAGE PKWY STE 210,94501-1049",P,P75,12290193.67,3,salem lutheran home association of the bay cities a corporation,"1301 MARINA VLG PKWY STE 210,94501-1049",P,P75,12088962,201231.6667,1.664590117,"1301 MARINA VLG PKWY STE 210,94501-1049",37.7861136,-122.2748705,"1301 Marina Village Pkwy #210, Alameda, CA 94501, USA",Match,Google,NA
941496052,3,momentum for mental health,"438 N WHITE RD,95127-1439",F,F30,33422335.67,3,momentum for mental health,"438 N WHITE RD,95127-1439",F,F30,28924805.33,4497530.333,15.5490427,"438 N WHITE RD,95127-1439",37.3778952,-121.836573,"438 N White Rd, San Jose, CA 95127, USA",Match,Google,NA
941676055,3,lions eye foundation of california nevada inc,"2340 CLAY ST,94115-1932",G,G41,1439927,3,lions eye foundation of california nevada inc,"2340 CLAY ST,94115-1932",G,G41,389159,1050768,270.0099445,"2340 CLAY ST,94115-1932",37.791364,-122.431998,"2340 Clay St, San Francisco, CA 94115, USA",Match,Google,NA
942312757,3,mexican american addiction program inc,"4241 FLORIN RD STE 65,95823-2535",F,F20,2578347.333,3,mexican american addiction program inc,"4241 FLORIN ROAD,95823-2535",F,F20,3638420.333,-1060073,-29.13552869,"4241 FLORIN ROAD,95823-2535",38.4967064,-121.4580631,"4241 Florin Rd, Sacramento, CA 95823, USA",Match,Google,NA
942825216,3,vascular cures,"555 PRICE AVE STE 180,94065-1173",H,H43,1757991,3,vascular cures,"555 PRICE AVE STE 180,94063-1417",H,H43,611419.6667,1146571.333,187.52608,"555 PRICE AVE STE 180,94063-1417",37.4940833,-122.2311322,"555 Price Ave #180, Redwood City, CA 94063, USA",Match,Google,NA
942951627,3,ronald mcdonald house of san francisco inc,"1640 SCOTT ST,94115-3014",E,E86,1467052,3,ronald mcdonald house of san francisco inc,"1640 SCOTT ST,94115-3014",E,E86,1143384.333,323667.6667,28.30786265,"1640 SCOTT ST,94115-3014",37.7851563,-122.4378989,"1640 Scott St, San Francisco, CA 94115, USA",Match,Google,NA
943176524,3,institute for fisheries resources,"PO BOX 29196,94129-0196",N,N61,249362.3333,3,institute for fisheries resources,"PO BOX 29196,94129-0196",N,N61,211320.3333,38042,18.00205375,"PO BOX 29196,94129-0196",37.793323,-122.4665384,"San Francisco, CA 94129, USA",Partial Match,Google,NA
943390196,3,coastside medical dental clinics inc,"210 SAN MATEO RD STE 104,94019-7172",E,E30,540178.6667,3,coastside medical dental clinics inc,"210 SAN MATEO RD STE 104,94019-7172",E,E30,511902,28276.66667,5.523843757,"210 SAN MATEO RD STE 104,94019-7172",37.4683374,-122.429571,"210 San Mateo Rd #104, Half Moon Bay, CA 94019, USA",Match,Google,NA
951643327,3,hoag memorial hospital presbyterian,"ONE HOAG DR BOX 6100,92663-4162",E,E22,856589412,3,hoag memorial hospital presbyterian,"1 HOAG DR,92663-4162",E,E22,845256459,11332953,1.340770943,"1 HOAG DR,92663-4162",33.6247428,-117.9300468,"1 Hoag Dr, Newport Beach, CA 92663, USA",Match,Google,NA
952367304,3,sharp chula vista medical center,"4000 RUFFIN RD STE A,92123-1849",E,E22,339484882.3,3,sharp chula vista medical center,"4000 RUFFIN RD STE A,92123-1849",E,E22,287048823.7,52436058.67,18.26729613,"4000 RUFFIN RD STE A,92123-1849",32.8143395,-117.1246369,"4000 Ruffin Rd STE A, San Diego, CA 92123, USA",Match,Google,NA
953782169,3,sharp memorial hospital,"8695 SPECTRUM CENTER BLVD,92123-1489",E,E22,1110101271,3,sharp memorial hospital,"8695 SPECTRUM CENTER BLVD,92123-1489",E,E22,913971925,196129345.7,21.45901207,"8695 SPECTRUM CENTER BLVD,92123-1489",32.8256002,-117.1403543,"8695 Spectrum Center Blvd, San Diego, CA 92123, USA",Match,Google,NA
940997420,3,ywca of san francisco and marin,"940 POWELL ST,94108-2014",P,P27,797689.3333,3,ywca of san francisco and marin,"940 POWELL ST,94108-2014",P,P27,650373.3333,147316,22.6509902,"940 POWELL ST,94108-2014",37.7934919,-122.4092654,"940 Powell St, San Francisco, CA 94108, USA",Match,Google,NA
942387002,3,wu yee childrens services,"831 BROADWAY STREET 2ND FLOOR,94133-4218",P,P33,14700107,3,wu yee childrens services,"717 CALIFORNIA STREET,94108-2455",P,P33,13931448.33,768658.6667,5.517435433,"717 CALIFORNIA STREET,94108-2455",37.7922275,-122.4061663,"717 California St, San Francisco, CA 94108, USA",Match,Google,NA
800013909,3,lotus outreach dba empower girls globally,"403 BEACH DR,95003-5104",O,O50,471290,3,lotus outreach dba empower girls globally,"403 BEACH DR,95003-5104",O,O50,535442.6667,-64152.66667,-11.9812392,"403 BEACH DR,95003-5104",36.9646205,-121.897783,"403 Beach Dr, Aptos, CA 95003, USA",Match,Google,NA
261692583,3,center for entrepreneurship in international health and developme ceihd,"582 MARKET ST STE 1204,94104-5313",E,E70,2309116.333,3,center for entrepreneurship in international health and developme ceihd,"47 KEARNY ST STE 600,94108-5525",E,E70,932269.3333,1376847,147.6876854,"47 KEARNY ST STE 600,94108-5525",37.7885129,-122.4038846,"47 Kearny St #600, San Francisco, CA 94108, USA",Match,Google,NA
330788050,3,dream builders inc,"2664 APPLEWOOD DR,91761-0319",O,O50,85637.66667,3,dream builders inc,"2664 APPLEWOOD DR,91761-0319",O,O50,77790,7847.666667,10.08827184,"2664 APPLEWOOD DR,91761-0319",34.0247738,-117.5763884,"2664 Applewood Dr, Ontario, CA 91761, USA",Match,Google,NA
352189868,3,legacy behavioral services inc hansen martin a,"2700 F ST,93301-3031",F,F32,3001383,3,legacy behavioral services inc hansen martin a,"2700 F ST,93301-1848",F,F32,2844821.333,156561.6667,5.503391894,"2700 F ST,93301-1848",35.3842227,-119.0231706,"2700 F St, Bakersfield, CA 93301, USA",Match,Google,NA
943061594,3,parkinsons institute,"675 ALMANOR AVENUE,94085-2934",H,H50,9230767,3,parkinsons institute,"675 ALMANOR AVENUE,94085-2934",H,H50,11224591,-1993824,-17.76299912,"675 ALMANOR AVENUE,94085-2934",37.3980039,-122.0323355,"675 Almanor Ave, Sunnyvale, CA 94085, USA",Match,Google,NA
952769582,3,narconon international,"7065 MOLLYWOOD BLVD STE 100,90028-6041",F,F20,8372803.333,3,narconon international,"4652 HOLLYWD BLVD,90027-5408",F,F20,6381342,1991461.333,31.20756313,"4652 HOLLYWD BLVD,90027-5408",34.1002166,-118.2909212,"4652 Hollywood Blvd, Los Angeles, CA 90027, USA",Match,Google,NA
954556199,3,vision team international usa inc,"PO BOX 2072,92023-5544",G,G41,470334,3,vision team international usa inc,"528 N ETHEL AVE,91801-1817",G,G41,296247,174087,58.76413938,"528 N ETHEL AVE,91801-1817",34.0985,-118.1439717,"528 N Ethel Ave, Alhambra, CA 91801, USA",Match,Google,NA
330283773,3,providence medical institute providence little co of mary medica,"4101 TORRANCE BLVD,90503-4607",E,E32,79201766.67,3,providence medical institute providence little co of mary medica,"4101 TORRANCE BLVD,90503-4607",E,E32,57008168.33,22193598.33,38.93055852,"4101 TORRANCE BLVD,90503-4607",33.8384678,-118.3572436,"4101 Torrance Blvd, Torrance, CA 90503, USA",Match,Google,NA
510197108,3,sanford burnham prebys medical discovery institute,"10901 N TORREY PINES RD,92037-1005",H,H92,187241669.7,3,sanford burnham prebys medical discovery institute,"10901 NORTH TORREY PINES ROAD,92037-1005",H,H92,158945473.7,28296196,17.80245473,"10901 NORTH TORREY PINES ROAD,92037-1005",32.9001231,-117.2419656,"10901 N Torrey Pines Rd, La Jolla, CA 92037, USA",Match,Google,NA
510224944,3,providence little company of mary foundation,"4101 TORRANCE BLVD,90503-4607",E,E1170,12667687,3,providence little company of mary foundation,"4101 TORRANCE BLVD,90503-4607",E,E1170,7876165.333,4791521.667,60.83571718,"4101 TORRANCE BLVD,90503-4607",33.8384678,-118.3572436,"4101 Torrance Blvd, Torrance, CA 90503, USA",Match,Google,NA
770257676,3,central california nikkei foundation,"540 S PEACH AVE,93727-3957",P,P11,2549249,3,central california nikkei foundation,"540 S PEACH AVE,93727-3957",P,P11,2195352.667,353896.3333,16.12024978,"540 S PEACH AVE,93727-3957",36.7367624,-119.7191393,"540 S Peach Ave, Fresno, CA 93727, USA",Match,Google,NA
953946299,3,keiro nursing home,"420 E 3RD ST STE 1000,90013-1648",E,E91,29418378,3,keiro nursing home,"2221 LINCOLN PARK AVENUE,90031-2920",E,E91,30189403,-771025,-2.553959083,"2221 LINCOLN PARK AVENUE,90031-2920",34.0708223,-118.2036075,"2221 Lincoln Park Ave, Los Angeles, CA 90031, USA",Match,Google,NA
953972397,3,kingdom of god ministry,"1201 W HUNTINGTON DR STE 200,91007-6371",O,O40,212489.6667,3,kingdom of god ministry,"1201 W HUNTINGTON DR STE 200,91007-6371",O,O40,275265.6667,-62776,-22.80560477,"1201 W HUNTINGTON DR STE 200,91007-6371",34.1311325,-118.0677175,"1201 W Huntington Dr #200, Arcadia, CA 91007, USA",Match,Google,NA
943227260,3,jewish community center of san francisco,"3200 CALIFORNIA ST,94118-1904",P,P28,36047118.33,3,jewish community center of san francisco,"3200 CALIFORNIA ST,94118-1904",P,P28,36230188.67,-183070.3333,-0.505297764,"3200 CALIFORNIA ST,94118-1904",37.7873744,-122.4473988,"3200 California St, San Francisco, CA 94118, USA",Match,Google,NA
952788014,3,wise and healthy aging,"1527 FOURTH ST,90401-2358",P,P80,6623172,3,wise and healthy aging,"1527 4TH ST STE 250,90401-2358",P,P80,5563689.333,1059482.667,19.04280781,"1527 4TH ST STE 250,90401-2358",34.0148017,-118.4927065,"1527 4th St #250, Santa Monica, CA 90401, USA",Match,Google,NA
